SN,AT1,AT2,AT3,AT4,SN1,SN2,SN3,PBC1,PBC2,PBC3,EO1,EO2,EO3,EC1,EC2,EC3,EC4,EC5,GPI1,GPI2,GPI3,GPI4,GPB1,GPB2,GPB3,GPB4,GPB5,GPB6,Gender,Age,Marital_Status,PB,EC,EO,PI,PBC,SNs,ATT,CaseNo,ZPB,ZEC,ZEO,ZPI,ZPBC,ZSNs,ZATT,EOXEC,ATTXSN,PBCXSN,ATTXPBC
246,5,4,6,4,4,4,5,4,3,3,6,6,5,5,6,6,6,5,4,4,4,5,5,3,4,4,4,3,Female,20,Unmarried,3.8333,5.6000,5.6667,4.2500,3.3333,4.3333,4.7500,246,-0.9287,0.1144,1.1976,-0.8186,-2.0605,-0.5185,-0.5655,0.1370,0.2932,1.0685,1.1652
247,3,5,6,6,5,5,5,6,4,5,5,4,5,6,5,6,5,5,6,6,7,6,5,4,4,5,5,5,Female,21,Unmarried,4.6667,5.4000,4.6667,6.2500,5.0000,5.0000,5.0000,247,0.2235,-0.1926,-0.0608,1.7446,-0.0364,0.3511,-0.2410,0.0117,-0.0846,-0.0128,0.0088
248,4,4,5,5,3,3,3,6,5,5,5,4,5,4,5,4,5,4,5,4,3,3,6,4,5,5,6,5,Male,24,Unmarried,5.1667,4.4000,4.6667,3.7500,5.3333,3.0000,4.5000,248,0.9149,-1.7276,-0.0608,-1.4594,0.3684,-2.2579,-0.8900,0.1051,2.0096,-0.8318,-0.3279
249,6,6,5,5,4,4,4,5,5,4,7,5,5,5,5,5,5,6,3,5,3,4,4,5,5,5,3,4,Male,21,Unmarried,4.3333,5.2000,5.6667,3.7500,4.6667,4.0000,5.5000,249,-0.2374,-0.4996,1.1976,-1.4594,-0.4413,-0.9534,0.4081,-0.5984,-0.3891,0.4207,-0.1801
250,4,5,7,6,6,4,2,6,5,4,6,6,6,4,5,6,4,5,5,7,4,5,6,4,5,5,4,5,Female,20,Unmarried,4.8333,4.8000,6.0000,5.2500,5.0000,4.0000,5.5000,250,0.4540,-1.1136,1.6171,0.4630,-0.0364,-0.9534,0.4081,-1.8008,-0.3891,0.0347,-0.0149
251,4,6,6,5,3,4,4,5,6,5,5,5,4,5,7,6,6,6,4,6,6,5,5,4,3,7,5,6,Female,20,Unmarried,5.0000,6.0000,4.6667,5.2500,5.3333,3.6667,5.2500,251,0.6844,0.7284,-0.0608,0.4630,0.3684,-1.3882,0.0836,-0.0443,-0.1160,-0.5114,0.0308
252,6,5,5,6,5,5,5,6,6,3,3,5,4,5,6,6,5,5,5,4,4,3,4,4,4,5,5,5,Male,19,Unmarried,4.5000,5.4000,4.0000,4.0000,5.0000,5.0000,5.5000,252,-0.0069,-0.1926,-0.8998,-1.1390,-0.0364,0.3511,0.4081,0.1733,0.1433,-0.0128,-0.0149
253,4,3,2,4,5,4,6,5,4,4,5,4,4,4,4,4,5,3,5,6,4,2,4,4,6,5,5,3,Female,21,Unmarried,4.5000,4.0000,4.3333,4.2500,4.3333,5.0000,3.2500,253,-0.0069,-2.3416,-0.4803,-0.8186,-0.8461,0.3511,-2.5127,1.1247,-0.8823,-0.2971,2.1259
254,4,5,3,5,4,3,5,4,5,5,5,5,5,6,5,5,6,5,5,5,4,3,6,6,4,7,4,4,Female,24,Unmarried,5.1667,5.4000,5.0000,4.2500,4.6667,4.0000,4.2500,254,0.9149,-0.1926,0.3586,-0.8186,-0.4413,-0.9534,-1.2146,-0.0691,1.1579,0.4207,0.5359
255,6,5,6,5,5,4,3,6,4,5,3,5,5,5,6,5,6,5,5,5,5,4,4,3,4,6,3,4,Female,21,Unmarried,4.0000,5.4000,4.3333,4.7500,5.0000,4.0000,5.5000,255,-0.6982,-0.1926,-0.4803,-0.1778,-0.0364,-0.9534,0.4081,0.0925,-0.3891,0.0347,-0.0149
256,6,5,5,6,4,3,3,6,4,4,3,5,3,5,4,6,6,4,4,5,6,3,5,4,4,5,5,4,Male,21,Unmarried,4.5000,5.0000,3.6667,4.5000,4.6667,3.3333,5.5000,256,-0.0069,-0.8066,-1.3192,-0.4982,-0.4413,-1.8231,0.4081,1.0642,-0.7440,0.8044,-0.1801
257,6,5,5,7,4,6,3,6,4,5,5,5,6,7,7,6,7,7,6,6,5,6,5,6,5,6,4,5,Female,21,Unmarried,5.1667,6.8000,5.3333,5.7500,5.0000,4.3333,5.7500,257,0.9149,1.9564,0.7781,1.1038,-0.0364,-0.5185,0.7326,1.5223,-0.3799,0.0189,-0.0267
258,5,5,3,4,6,6,3,7,6,5,5,5,4,5,5,5,6,4,3,5,2,4,4,3,3,4,4,5,Male,19,Unmarried,3.8333,5.0000,4.6667,3.5000,6.0000,5.0000,4.2500,258,-0.9287,-0.8066,-0.0608,-1.7798,1.1780,0.3511,-1.2146,0.0491,-0.4265,0.4136,-1.4308
259,6,5,6,6,5,6,4,6,7,7,4,6,4,5,5,6,6,6,4,4,5,5,6,4,6,7,5,5,Female,22,Unmarried,5.5000,5.6000,4.6667,4.5000,6.6667,5.0000,5.7500,259,1.3757,0.1144,-0.0608,-0.4982,1.9876,0.3511,0.7326,-0.0070,0.2572,0.6979,1.4562
260,6,5,6,5,4,6,6,5,4,6,5,5,6,6,6,6,6,6,6,6,7,7,6,4,4,6,5,5,Male,22,Unmarried,5.0000,6.0000,5.3333,6.5000,5.0000,5.3333,5.5000,260,0.6844,0.7284,0.7781,2.0650,-0.0364,0.7860,0.4081,0.5667,0.3208,-0.0286,-0.0149
261,5,4,6,4,4,5,3,5,5,5,5,5,4,5,6,6,6,6,5,5,5,4,4,4,5,6,3,4,Female,23,Unmarried,4.3333,5.8000,4.6667,4.7500,5.0000,4.0000,4.7500,261,-0.2374,0.4214,-0.0608,-0.1778,-0.0364,-0.9534,-0.5655,-0.0256,0.5391,0.0347,0.0206
262,4,5,5,5,4,4,5,4,7,6,4,4,4,6,6,7,6,7,4,3,6,4,6,6,6,6,7,4,Male,19,Unmarried,5.8333,6.4000,4.0000,4.2500,5.6667,4.3333,4.7500,262,1.8366,1.3424,-0.8998,-0.8186,0.7732,-0.5185,-0.5655,-1.2078,0.2932,-0.4009,-0.4372
263,6,7,5,6,5,4,5,7,5,6,5,6,4,7,6,5,5,5,6,5,5,6,6,5,5,5,5,4,Male,22,Unmarried,5.0000,5.6000,5.0000,5.5000,6.0000,4.6667,6.0000,263,0.6844,0.1144,0.3586,0.7834,1.1780,-0.0837,1.0572,0.0410,-0.0885,-0.0986,1.2453
264,5,4,4,4,5,6,6,4,4,4,5,3,3,4,5,5,5,5,3,5,6,4,4,2,4,5,3,3,Female,20,Unmarried,3.5000,4.8000,3.6667,4.5000,4.0000,5.6667,4.2500,264,-1.3896,-1.1136,-1.3192,-0.4982,-1.2509,1.2208,-1.2146,1.4692,-1.4827,-1.5271,1.5193
265,5,5,5,3,5,5,4,5,5,5,5,7,6,7,6,5,5,6,5,6,6,5,5,4,6,7,7,7,Female,21,Unmarried,6.0000,5.8000,6.0000,5.5000,5.0000,4.6667,4.5000,265,2.0671,0.4214,1.6171,0.7834,-0.0364,-0.0837,-0.8900,0.6814,0.0745,0.0030,0.0324
266,6,5,5,7,4,5,4,4,5,5,2,3,4,6,5,5,7,5,7,6,5,5,4,6,4,4,5,5,Male,20,Unmarried,4.6667,5.6000,3.0000,5.7500,4.6667,4.3333,5.7500,266,0.2235,0.1144,-2.1582,1.1038,-0.4413,-0.5185,0.7326,-0.2468,-0.3799,0.2288,-0.3233
267,6,4,4,5,5,7,6,3,4,3,5,3,6,5,5,4,4,5,3,5,4,3,4,2,3,5,4,3,Female,21,Unmarried,3.5000,4.6000,4.6667,3.7500,3.3333,6.0000,4.7500,267,-1.3896,-1.4206,-0.0608,-1.4594,-2.0605,1.6556,-0.5655,0.0864,-0.9363,-3.4115,1.1652
268,5,7,7,5,5,4,4,5,4,4,4,5,4,5,5,7,4,5,5,5,6,5,4,4,4,5,5,5,Male,22,Unmarried,4.5000,5.2000,4.3333,5.2500,4.3333,4.3333,6.0000,268,-0.0069,-0.4996,-0.4803,0.4630,-0.8461,-0.5185,1.0572,0.2400,-0.5482,0.4387,-0.8944
269,6,5,5,3,6,5,5,6,5,4,5,4,5,7,5,7,7,4,6,5,4,5,7,5,5,7,7,5,Male,21,Unmarried,6.0000,6.0000,4.6667,5.0000,5.0000,5.3333,4.7500,269,2.0671,0.7284,-0.0608,0.1426,-0.0364,0.7860,-0.5655,-0.0443,-0.4445,-0.0286,0.0206
270,7,6,6,5,4,7,4,5,6,5,7,6,5,6,7,6,6,7,5,5,5,5,5,3,6,6,6,5,Female,25,Unmarried,5.1667,6.4000,6.0000,5.0000,5.3333,5.0000,6.0000,270,0.9149,1.3424,1.6171,0.1426,0.3684,0.3511,1.0572,2.1707,0.3712,0.1294,0.3894
271,4,6,5,5,4,5,5,6,5,5,5,6,5,5,5,6,6,7,5,5,6,5,5,3,4,7,5,4,Male,22,Unmarried,4.6667,5.8000,5.3333,5.2500,5.3333,4.6667,5.0000,271,0.2235,0.4214,0.7781,0.4630,0.3684,-0.0837,-0.2410,0.3279,0.0202,-0.0308,-0.0888
272,5,5,6,4,3,5,5,5,4,6,5,5,5,5,6,5,6,5,6,5,6,5,6,6,4,4,5,6,Male,23,Unmarried,5.1667,5.4000,5.0000,5.5000,5.0000,4.3333,5.0000,272,0.9149,-0.1926,0.3586,0.7834,-0.0364,-0.5185,-0.2410,-0.0691,0.1249,0.0189,0.0088
273,4,5,4,4,4,6,5,6,5,4,5,4,5,5,5,5,6,6,6,6,3,6,4,6,3,5,6,4,Female,22,Unmarried,4.6667,5.4000,4.6667,5.2500,5.0000,5.0000,4.2500,273,0.2235,-0.1926,-0.0608,0.4630,-0.0364,0.3511,-1.2146,0.0117,-0.4265,-0.0128,0.0443
274,5,6,5,3,4,4,4,7,4,4,4,4,5,4,6,5,5,6,5,4,3,3,4,5,3,5,5,5,Female,19,Unmarried,4.5000,5.2000,4.3333,3.7500,5.0000,4.0000,4.7500,274,-0.0069,-0.4996,-0.4803,-1.4594,-0.0364,-0.9534,-0.5655,0.2400,0.5391,0.0347,0.0206
275,6,6,4,4,5,3,2,5,4,6,5,6,5,4,7,4,7,5,5,5,5,5,4,4,5,6,4,4,Female,21,Unmarried,4.5000,5.4000,5.3333,5.0000,5.0000,3.3333,5.0000,275,-0.0069,-0.1926,0.7781,0.1426,-0.0364,-1.8231,-0.2410,-0.1499,0.4393,0.0664,0.0088
276,4,4,5,4,6,4,6,3,4,2,5,3,5,5,6,5,5,6,5,5,3,3,3,4,4,4,4,2,Female,20,Unmarried,3.5000,5.4000,4.3333,4.0000,3.0000,5.3333,4.2500,276,-1.3896,-0.1926,-0.4803,-1.1390,-2.4653,0.7860,-1.2146,0.0925,-0.9546,-1.9377,2.9943
277,5,5,7,6,6,5,3,5,6,4,5,6,4,6,6,6,5,5,5,5,4,5,5,5,3,5,4,4,Male,20,Unmarried,4.3333,5.6000,5.0000,4.7500,5.0000,4.6667,5.7500,277,-0.2374,0.1144,0.3586,-0.1778,-0.0364,-0.0837,0.7326,0.0410,-0.0613,0.0030,-0.0267
278,5,5,5,5,3,3,4,5,6,7,4,4,5,7,5,7,6,5,6,5,4,4,5,5,4,5,5,3,Female,23,Unmarried,4.5000,6.0000,4.3333,4.7500,6.0000,3.3333,5.0000,278,-0.0069,0.7284,-0.4803,-0.1778,1.1780,-1.8231,-0.2410,-0.3498,0.4393,-2.1476,-0.2839
279,5,5,4,5,5,5,5,5,4,2,3,4,4,5,6,6,6,6,5,6,3,5,4,4,2,6,3,3,Male,22,Unmarried,3.6667,5.8000,3.6667,4.7500,3.6667,5.0000,4.7500,279,-1.1591,0.4214,-1.3192,-0.1778,-1.6557,0.3511,-0.5655,-0.5559,-0.1986,-0.5814,0.9363
280,6,6,5,7,5,6,4,7,7,6,5,5,5,3,5,5,4,5,6,6,5,5,6,4,6,6,3,4,Male,20,Unmarried,4.8333,4.4000,5.0000,5.5000,6.6667,5.0000,6.0000,280,0.4540,-1.7276,0.3586,0.7834,1.9876,0.3511,1.0572,-0.6196,0.3712,0.6979,2.1013
281,4,5,4,3,6,5,5,6,6,6,4,6,5,6,6,5,5,7,4,5,5,3,3,5,5,7,4,4,Male,22,Unmarried,4.6667,5.8000,5.0000,4.2500,6.0000,5.3333,4.0000,281,0.2235,0.4214,0.3586,-0.8186,1.1780,0.7860,-1.5391,0.1511,-1.2097,0.9259,-1.8131
282,4,2,4,4,5,5,5,4,4,4,2,4,2,5,6,6,5,4,6,5,5,3,4,2,5,5,2,3,Male,18,Unmarried,3.5000,5.2000,2.6667,4.7500,4.0000,5.0000,3.5000,282,-1.3896,-0.4996,-2.5777,-0.1778,-1.2509,0.3511,-2.1881,1.2879,-0.7683,-0.4392,2.7371
283,4,4,6,6,4,5,5,6,5,4,5,5,4,5,5,6,4,6,5,7,4,4,4,3,4,5,6,3,Female,21,Unmarried,4.1667,5.2000,4.6667,5.0000,5.0000,4.6667,5.0000,283,-0.4678,-0.4996,-0.0608,0.1426,-0.0364,-0.0837,-0.2410,0.0304,0.0202,0.0030,0.0088
284,4,5,5,4,6,4,5,6,5,5,4,3,3,6,6,5,5,6,6,5,5,4,6,3,5,6,5,5,Male,23,Unmarried,5.0000,5.6000,3.3333,5.0000,5.3333,5.0000,4.5000,284,0.6844,0.1144,-1.7387,0.1426,0.3684,0.3511,-0.8900,-0.1988,-0.3125,0.1294,-0.3279
285,4,5,5,5,5,4,3,5,5,4,6,6,4,6,5,5,6,6,4,4,4,4,6,4,4,6,4,4,Female,22,Unmarried,4.6667,5.6000,5.3333,4.0000,4.6667,4.0000,4.7500,285,0.2235,0.1144,0.7781,-1.1390,-0.4413,-0.9534,-0.5655,0.0890,0.5391,0.4207,0.2495
286,6,6,6,6,5,4,4,6,5,6,6,4,5,6,6,6,6,6,5,7,6,5,5,5,4,3,6,5,Male,21,Unmarried,4.6667,6.0000,5.0000,5.7500,5.6667,4.3333,6.0000,286,0.2235,0.7284,0.3586,1.1038,0.7732,-0.5185,1.0572,0.2612,-0.5482,-0.4009,0.8174
287,6,5,3,5,5,4,5,4,5,2,4,4,4,4,4,4,5,4,5,4,4,6,4,3,4,3,4,5,Male,23,Unmarried,3.8333,4.2000,4.0000,4.7500,3.6667,4.6667,4.7500,287,-0.9287,-2.0346,-0.8998,-0.1778,-1.6557,-0.0837,-0.5655,1.8307,0.0473,0.1386,0.9363
288,5,5,4,5,5,6,5,5,5,4,4,5,3,6,6,4,6,6,3,4,3,3,2,3,5,4,4,4,Female,21,Unmarried,3.6667,5.6000,4.0000,3.2500,4.6667,5.3333,4.7500,288,-1.1591,0.1144,-0.8998,-2.1002,-0.4413,0.7860,-0.5655,-0.1029,-0.4445,-0.3468,0.2495
289,2,5,4,4,5,5,3,4,4,4,2,4,3,4,4,4,3,3,5,4,4,5,3,3,2,4,5,3,Male,24,Unmarried,3.3333,3.6000,3.0000,4.5000,4.0000,4.3333,3.7500,289,-1.6200,-2.9556,-2.1582,-0.4982,-1.2509,-0.5185,-1.8636,6.3788,0.9664,0.6486,2.3312
290,6,5,6,4,5,4,5,5,4,6,5,5,5,6,6,6,6,6,5,4,5,4,5,4,6,4,4,5,Female,21,Unmarried,4.6667,6.0000,5.0000,4.5000,5.0000,4.6667,5.2500,290,0.2235,0.7284,0.3586,-0.4982,-0.0364,-0.0837,0.0836,0.2612,-0.0070,0.0030,-0.0030
291,5,4,5,6,7,6,5,4,3,3,4,3,4,7,7,6,7,6,3,4,2,3,3,3,4,4,4,4,Male,21,Unmarried,3.6667,6.6000,3.6667,3.0000,3.3333,6.0000,5.0000,291,-1.1591,1.6494,-1.3192,-2.4206,-2.0605,1.6556,-0.2410,-2.1759,-0.3989,-3.4115,0.4965
292,6,6,7,6,6,6,6,5,5,5,5,6,5,7,7,7,5,6,6,7,7,6,6,6,6,7,7,6,Female,21,Unmarried,6.3333,6.4000,5.3333,6.5000,5.0000,6.0000,6.2500,292,2.5279,1.3424,0.7781,2.0650,-0.0364,1.6556,1.3817,1.0445,2.2876,-0.0603,-0.0503
293,6,6,7,7,6,6,5,6,5,6,4,4,5,4,5,6,6,6,6,7,7,7,5,3,5,5,4,5,Female,20,Unmarried,4.5000,5.4000,4.3333,6.7500,5.6667,5.6667,6.5000,293,-0.0069,-0.1926,-0.4803,2.3854,0.7732,1.2208,1.7062,0.0925,2.0830,0.9439,1.3192
294,5,5,4,5,4,3,4,5,5,6,5,6,6,5,5,6,4,6,6,4,4,4,5,4,5,7,6,5,Male,21,Unmarried,5.3333,5.2000,5.6667,4.5000,5.3333,3.6667,4.7500,294,1.1453,-0.4996,1.1976,-0.4982,0.3684,-1.3882,-0.5655,-0.5984,0.7850,-0.5114,-0.2083
295,6,5,5,3,3,3,4,5,5,5,5,4,4,6,4,5,5,6,4,5,5,6,5,4,2,5,4,5,Female,22,Unmarried,4.1667,5.2000,4.3333,5.0000,5.0000,3.3333,4.7500,295,-0.4678,-0.4996,-0.4803,0.1426,-0.0364,-1.8231,-0.5655,0.2400,1.0309,0.0664,0.0206
296,6,5,6,4,5,2,4,5,5,4,4,5,4,5,5,5,5,4,4,5,4,4,4,2,7,6,4,5,Female,21,Unmarried,4.6667,4.8000,4.3333,4.2500,4.6667,3.6667,5.2500,296,0.2235,-1.1136,-0.4803,-0.8186,-0.4413,-1.3882,0.0836,0.5349,-0.1160,0.6126,-0.0369
297,5,6,5,6,6,5,6,5,4,5,3,3,5,5,7,5,5,5,4,4,5,5,4,5,5,4,5,5,Female,20,Unmarried,4.6667,5.4000,3.6667,4.5000,4.6667,5.6667,5.5000,297,0.2235,-0.1926,-1.3192,-0.4982,-0.4413,1.2208,0.4081,0.2541,0.4982,-0.5387,-0.1801
298,5,5,3,4,5,3,4,5,5,3,5,6,5,4,6,6,4,6,5,7,4,7,4,5,5,5,4,5,Male,22,Unmarried,4.6667,5.2000,5.3333,5.7500,4.3333,4.0000,4.2500,298,0.2235,-0.4996,0.7781,1.1038,-0.8461,-0.9534,-1.2146,-0.3888,1.1579,0.8066,1.0276
299,7,5,6,5,6,5,5,5,6,5,6,5,5,6,6,7,6,7,6,6,6,6,4,5,5,5,6,6,Male,20,Unmarried,5.1667,6.4000,5.3333,6.0000,5.3333,5.3333,5.7500,299,0.9149,1.3424,0.7781,1.4242,0.3684,0.7860,0.7326,1.0445,0.5758,0.2895,0.2699
300,3,4,4,4,4,3,5,3,6,4,3,3,5,4,5,5,5,5,4,5,4,3,3,5,4,4,4,3,Male,20,Unmarried,3.8333,4.8000,3.6667,4.0000,4.3333,4.0000,3.7500,300,-0.9287,-1.1136,-1.3192,-1.1390,-0.8461,-0.9534,-1.8636,1.4692,1.7767,0.8066,1.5767
301,5,5,5,5,5,5,3,4,6,6,5,5,5,4,6,5,5,6,3,5,4,4,5,3,4,5,3,4,Male,23,Unmarried,4.0000,5.2000,5.0000,4.0000,5.3333,4.3333,5.0000,301,-0.6982,-0.4996,0.3586,-1.1390,0.3684,-0.5185,-0.2410,-0.1792,0.1249,-0.1910,-0.0888
302,3,3,3,5,5,7,5,5,5,4,3,4,3,4,6,4,4,5,4,3,4,5,5,3,4,5,5,5,Male,20,Unmarried,4.5000,4.6000,3.3333,4.0000,4.6667,5.6667,3.5000,302,-0.0069,-1.4206,-1.7387,-1.1390,-0.4413,1.2208,-2.1881,2.4701,-2.6713,-0.5387,0.9655
303,5,4,6,6,5,2,3,6,4,6,5,5,4,6,4,6,4,6,5,6,4,6,5,3,4,4,6,4,Male,21,Unmarried,4.3333,5.2000,4.6667,5.2500,5.3333,3.3333,5.2500,303,-0.2374,-0.4996,-0.0608,0.4630,0.3684,-1.8231,0.0836,0.0304,-0.1523,-0.6716,0.0308
304,5,6,6,6,5,6,7,5,4,4,4,5,6,5,6,6,5,6,5,6,7,5,6,4,7,6,5,6,Female,21,Unmarried,5.6667,5.6000,5.0000,5.7500,4.3333,6.0000,5.7500,304,1.6062,0.1144,0.3586,1.1038,-0.8461,1.6556,0.7326,0.0410,1.2130,-1.4008,-0.6198
305,5,5,4,5,4,5,4,5,4,4,2,5,5,5,5,5,7,6,5,5,4,4,6,4,4,5,4,5,Female,23,Unmarried,4.6667,5.6000,4.0000,4.5000,4.3333,4.3333,4.7500,305,0.2235,0.1144,-0.8998,-0.4982,-0.8461,-0.5185,-0.5655,-0.1029,0.2932,0.4387,0.4784
306,6,5,6,5,7,7,7,6,5,6,6,5,6,7,7,6,6,7,6,6,5,5,6,5,5,4,7,6,Male,21,Unmarried,5.5000,6.6000,5.6667,5.5000,5.6667,7.0000,5.5000,306,1.3757,1.6494,1.1976,0.7834,0.7732,2.9602,0.4081,1.9753,1.2080,2.2888,0.3155
307,5,6,6,4,4,5,4,6,5,4,4,6,6,6,7,6,5,7,6,6,6,4,5,2,4,5,5,6,Male,21,Unmarried,4.5000,6.2000,5.3333,5.5000,5.0000,4.3333,5.2500,307,-0.0069,1.0354,0.7781,0.7834,-0.0364,-0.5185,0.0836,0.8056,-0.0433,0.0189,-0.0030
308,6,6,6,5,4,6,3,4,5,4,3,4,4,7,5,5,6,6,5,4,3,4,5,4,2,5,4,5,Female,21,Unmarried,4.1667,5.8000,3.6667,4.0000,4.3333,4.3333,5.7500,308,-0.4678,0.4214,-1.3192,-1.1390,-0.8461,-0.5185,0.7326,-0.5559,-0.3799,0.4387,-0.6198
309,6,7,5,6,6,4,4,4,4,4,6,4,3,4,5,6,6,5,5,5,5,6,4,3,4,5,5,5,Female,22,Unmarried,4.3333,5.2000,4.3333,5.2500,4.0000,4.6667,6.0000,309,-0.2374,-0.4996,-0.4803,0.4630,-1.2509,-0.0837,1.0572,0.2400,-0.0885,0.1047,-1.3224
310,7,5,6,3,7,6,3,6,5,4,5,6,4,6,5,5,7,6,6,6,5,4,6,4,5,6,5,5,Female,20,Unmarried,5.1667,5.8000,5.0000,5.2500,5.0000,5.3333,5.2500,310,0.9149,0.4214,0.3586,0.4630,-0.0364,0.7860,0.0836,0.1511,0.0657,-0.0286,-0.0030
311,5,5,5,5,4,4,4,4,5,5,5,7,7,7,6,7,7,7,4,4,3,3,4,2,3,3,4,2,Male,21,Unmarried,3.0000,6.8000,6.3333,3.5000,4.6667,4.0000,5.0000,311,-2.0809,1.9564,2.0365,-1.7798,-0.4413,-0.9534,-0.2410,3.9842,0.2297,0.4207,0.1063
312,5,5,4,6,5,4,3,4,3,5,5,5,4,6,5,6,6,6,5,6,6,4,5,5,3,4,4,4,Female,23,Unmarried,4.1667,5.8000,4.6667,5.2500,4.0000,4.0000,5.0000,312,-0.4678,0.4214,-0.0608,0.4630,-1.2509,-0.9534,-0.2410,-0.0256,0.2297,1.1926,0.3014
313,6,4,6,4,5,5,6,5,4,3,3,3,4,6,6,5,5,5,6,4,7,6,6,4,3,6,4,4,Female,22,Unmarried,4.5000,5.4000,3.3333,5.7500,4.0000,5.3333,5.0000,313,-0.0069,-0.1926,-1.7387,1.1038,-1.2509,0.7860,-0.2410,0.3349,-0.1894,-0.9832,0.3014
314,6,5,4,4,6,4,7,6,4,5,4,5,6,5,6,5,5,5,4,5,5,3,4,3,4,6,4,5,Male,19,Unmarried,4.3333,5.2000,5.0000,4.2500,5.0000,5.6667,4.7500,314,-0.2374,-0.4996,0.3586,-0.8186,-0.0364,1.2208,-0.5655,-0.1792,-0.6904,-0.0445,0.0206
315,5,5,5,4,5,6,5,4,6,5,5,5,3,5,5,3,5,5,4,4,5,4,3,2,2,5,3,2,Male,18,Unmarried,2.8333,4.6000,4.3333,4.2500,5.0000,5.3333,4.7500,315,-2.3113,-1.4206,-0.4803,-0.8186,-0.0364,0.7860,-0.5655,0.6823,-0.4445,-0.0286,0.0206
316,6,5,6,5,5,6,4,5,4,5,5,5,5,4,6,5,7,6,4,3,3,6,4,2,5,5,2,3,Male,22,Unmarried,3.5000,5.6000,5.0000,4.0000,4.6667,5.0000,5.5000,316,-1.3896,0.1144,0.3586,-1.1390,-0.4413,0.3511,0.4081,0.0410,0.1433,-0.1549,-0.1801
317,7,6,5,6,5,4,4,6,5,5,4,3,4,6,6,6,6,7,7,6,5,5,5,6,5,7,4,4,Female,23,Unmarried,5.1667,6.2000,3.6667,5.7500,5.3333,4.3333,6.0000,317,0.9149,1.0354,-1.3192,1.1038,0.3684,-0.5185,1.0572,-1.3659,-0.5482,-0.1910,0.3894
318,6,7,6,6,4,5,5,4,6,5,6,4,7,5,5,5,5,5,7,4,5,5,5,4,4,6,4,4,Female,22,Unmarried,4.5000,5.0000,5.6667,5.2500,5.0000,4.6667,6.2500,318,-0.0069,-0.8066,1.1976,0.4630,-0.0364,-0.0837,1.3817,-0.9660,-0.1157,0.0030,-0.0503
319,3,4,5,5,5,5,5,7,5,4,3,5,4,5,5,5,7,6,5,5,5,6,6,5,5,6,4,4,Male,22,Unmarried,5.0000,5.6000,4.0000,5.2500,5.3333,5.0000,4.2500,319,0.6844,0.1144,-0.8998,0.4630,0.3684,0.3511,-1.2146,-0.1029,-0.4265,0.1294,-0.4474
320,5,5,5,4,4,6,6,6,5,4,6,6,4,6,6,7,6,7,4,5,5,5,5,4,5,5,6,4,Male,19,Unmarried,4.8333,6.4000,5.3333,4.7500,5.0000,5.3333,4.7500,320,0.4540,1.3424,0.7781,-0.1778,-0.0364,0.7860,-0.5655,1.0445,-0.4445,-0.0286,0.0206
321,3,3,2,3,6,5,4,7,5,6,5,3,4,4,5,4,4,5,4,4,4,3,6,5,3,6,5,4,Male,22,Unmarried,4.8333,4.4000,4.0000,3.7500,6.0000,5.0000,2.7500,321,0.4540,-1.7276,-0.8998,-1.4594,1.1780,0.3511,-3.1617,1.5545,-1.1102,0.4136,-3.7246
322,6,6,6,7,5,4,5,6,5,5,5,5,5,7,7,6,6,6,4,7,6,6,6,5,5,7,7,7,Female,20,Unmarried,6.1667,6.4000,5.0000,5.7500,5.3333,4.6667,6.2500,322,2.2975,1.3424,0.3586,1.1038,0.3684,-0.0837,1.3817,0.4814,-0.1157,-0.0308,0.5090
323,6,6,6,5,6,4,6,6,6,5,5,6,5,6,7,7,6,6,4,4,6,5,7,3,3,6,5,4,Female,22,Unmarried,4.6667,6.4000,5.3333,4.7500,5.6667,5.3333,5.7500,323,0.2235,1.3424,0.7781,-0.1778,0.7732,0.7860,0.7326,1.0445,0.5758,0.6077,0.5665
324,5,7,6,6,5,6,5,7,7,7,6,4,4,4,6,6,5,6,4,7,5,4,5,2,3,6,5,3,Female,23,Unmarried,4.0000,5.4000,4.6667,5.0000,7.0000,5.3333,6.0000,324,-0.6982,-0.1926,-0.0608,0.1426,2.3925,0.7860,1.0572,0.0117,0.8309,1.8804,2.5292
325,6,5,5,5,2,3,5,5,5,5,5,5,5,4,5,5,5,5,4,3,4,5,3,4,5,5,4,3,Male,26,Unmarried,4.0000,4.8000,5.0000,4.0000,5.0000,3.3333,5.2500,325,-0.6982,-1.1136,0.3586,-1.1390,-0.0364,-1.8231,0.0836,-0.3994,-0.1523,0.0664,-0.0030
326,7,5,6,5,6,5,5,6,7,7,6,5,4,6,5,5,5,6,5,4,5,5,4,5,5,4,5,5,Male,20,Unmarried,4.6667,5.4000,5.0000,4.7500,6.6667,5.3333,5.7500,326,0.2235,-0.1926,0.3586,-0.1778,1.9876,0.7860,0.7326,-0.0691,0.5758,1.5622,1.4562
327,4,6,4,5,4,6,3,5,7,5,4,6,6,3,3,5,3,4,5,5,4,4,5,2,4,5,5,4,Female,18,Unmarried,4.1667,3.6000,5.3333,4.5000,5.6667,4.3333,4.7500,327,-0.4678,-2.9556,0.7781,-0.4982,0.7732,-0.5185,-0.5655,-2.2998,0.2932,-0.4009,-0.4372
